avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_abs_valence,avg_metallic_valence,avg_valence_d,sum_Density_(g/mL),sum_heat_atomization(kJ/mol),sum_valence_d,range_Density_(g/mL),range_Nagle_electonegativity,range_heat_of_fusion_(kJ/mol)_,target
3.390871875,5.263944813,9.5915625,3.3459375,2.1875,0.4084375,108.5079,9746.08,13.07,15.74,1.65,29.88,1.88
8.846666667,6.378166667,7.666666667,5.0,3.26,2.333333333,26.54,1223.0,7.0,20.33,1.06,24.38,0.9
5.593333333,4.993333333,10.0,2.666666667,3.333333333,0.0,16.78,981.0,0.0,0.41,0.3,9.24,1.053333333
6.606,4.82725,5.0,2.0,3.22,5.0,13.212,341.85,10.0,3.86,0.86,1.13,2.55
1.045263158,6.798884211,9.473684211,3.473684211,0.947368421,0.526315789,19.86,4674.0,10.0,9.75,2.51,11.08,4.2
3.4125,5.133571429,9.642857143,2.821428571,2.38,0.357142857,95.55,7159.0,10.0,8.43,1.51,9.58,2.6
3.103714286,4.563142857,8.057142857,3.257142857,2.374857143,1.942857143,108.63,8551.0,68.0,8.04,1.65,14.47,1.555
6.7124,4.83915,5.0,2.0,3.22,5.0,13.4248,339.19,10.0,3.86,0.86,1.13,2.45
7.95185,5.244936,5.0,3.0,2.2746,5.0,15.9037,430.42,10.0,6.61,0.61,2.231,0.075
5.543333333,5.1584,5.0,2.833333333,2.813333333,5.0,33.26,1633.0,30.0,9.33,0.98,18.15,1.31
3.665,4.56,10.0,3.0,2.0,0.0,7.33,391.0,0.0,2.25,1.25,1.61,4.42
4.67,4.92775,10.0,4.5,2.9,0.0,9.34,522.0,0.0,5.7,1.17,7.97,1.09
1.970714286,7.4522,8.571428571,3.571428571,0.92,1.428571429,27.59,3806.0,20.0,11.4,1.86,6.47,3.76
3.428571429,5.485757143,10.0,5.285714286,2.0,0.0,24.0,1650.0,0.0,3.17,1.43,7.49,1.7
1.201578947,6.854147368,9.473684211,3.473684211,0.947368421,0.526315789,22.83,4632.0,10.0,9.75,2.56,11.08,4.0
6.71,3.88,3.666666667,4.0,4.26,6.333333333,20.13,1157.0,19.0,4.36,0.65,4.42,0.95
2.92,6.84093,9.7,3.7,1.18,0.3,29.2,2811.0,3.0,16.6,2.57,31.38,3.38
3.715,4.7672,7.5,3.0,2.0,2.5,14.86,874.0,10.0,8.78,1.54,9.58,0.41
3.361111111,5.231111111,10.0,3.222222222,2.282222222,0.0,30.25,2369.0,0.0,4.93,1.51,6.03,2.12
3.315658658,6.867995029,9.254349627,3.917149959,1.323943662,0.745650373,40.02,3365.43,9.0,21.4,2.56,19.38,3.05
4.395230769,4.999846154,7.846153846,2.461538462,2.972307692,2.153846154,28.569,1869.3,14.0,6.89,0.98,11.33,2.15
2.17,6.73,9.333333333,3.333333333,1.333333333,0.666666667,6.51,1107.0,2.0,6.51,2.45,16.68,4.99
8.4175,6.354415,5.0,2.0,3.22,5.0,16.835,303.3,10.0,8.71,0.86,4.395,1.1
3.947634409,5.089032258,9.247311828,2.634408602,2.769892473,0.752688172,18.3565,1329.55,3.5,6.89,0.98,11.33,2.55
2.134375,7.459225,7.5,4.0,0.5,2.5,34.15,3594.0,40.0,9.75,1.79,11.08,3.7
4.994444444,5.218888889,7.777777778,3.111111111,2.271111111,2.222222222,44.95,2000.0,20.0,3.81,1.33,16.61,1.92
3.63,6.64076,9.4,3.2,2.0,0.6,18.15,1931.0,3.0,16.6,2.51,31.38,2.4
5.418571429,5.340128571,10.0,3.142857143,2.411428571,0.0,37.93,1632.0,0.0,2.18,1.18,2.07,1.8
1.841212121,6.805151515,9.242424242,3.727272727,1.178787879,0.757575758,60.76,9742.0,25.0,10.2,2.79,31.78,3.51
6.52925,4.6998,4.95,2.0,3.22,5.05,13.0585,542.64,10.1,2.92,0.66,24.44,0.76
3.538571429,5.235714286,7.142857143,2.857142857,2.348571429,2.857142857,24.77,1740.0,20.0,5.44,1.7,5.31,2.9
4.724,5.116,9.0,4.0,2.956,1.0,47.24,2554.0,10.0,5.61,0.95,11.39,2.5
7.802727273,5.286109091,0.0,3.090909091,1.654545455,10.0,85.83,1482.0,110.0,6.97,0.82,3.678,2.8
6.359,5.23,0.5,4.1,2.378,9.5,63.59,2054.0,95.0,1.19,0.72,5.44,2.0
1.788,6.382,9.6,2.8,1.2,0.4,8.94,1593.0,2.0,4.47,2.51,11.18,5.6
8.054285714,5.3063,6.571428571,2.857142857,3.522857143,3.428571429,56.38,2433.0,24.0,14.51,1.0,28.71,1.65
5.918,4.336,4.0,1.2,3.864,6.0,29.59,966.0,30.0,6.83,0.77,5.53,0.5555
7.326666667,5.083333333,7.333333333,5.333333333,3.26,2.666666667,21.98,1010.0,8.0,7.61,0.92,14.81,0.6
3.552857143,5.171571429,10.0,4.285714286,2.228571429,0.0,24.87,1708.0,0.0,5.97,1.44,6.91,2.05
4.332857143,5.82,9.0,3.285714286,2.311428571,1.0,15.165,1035.5,3.5,7.43,2.57,11.83,2.01
2.893333333,4.946666667,9.333333333,3.333333333,2.666666667,0.666666667,8.68,1028.0,2.0,2.47,1.26,13.73,1.95
4.535,6.27345,10.0,2.5,3.0,0.0,9.07,790.0,0.0,9.07,2.01,19.54,2.7
4.588571429,5.064285714,8.571428571,2.857142857,2.634285714,1.428571429,32.12,1671.0,10.0,4.8,1.33,43.86,2.71
7.9723,5.245688,5.0,3.0,2.2668,5.0,15.9446,429.36,10.0,6.61,0.61,2.231,0.176666667
2.252058824,5.192432353,10.0,3.323529412,1.970588235,0.0,76.57,8151.0,0.0,6.11,1.65,7.0,2.6
3.09,4.9725,7.5,3.0,2.0,2.5,12.36,906.0,10.0,5.16,1.66,18.15,2.063333333
3.43,5.805,10.0,4.0,2.0,0.0,6.86,506.0,0.0,2.72,0.18,4.97,1.9
2.424705882,6.976541176,8.235294118,3.058823529,1.136470588,1.764705882,41.22,5270.0,30.0,11.4,1.86,49.98,3.64
5.37,5.1325,9.166666667,2.833333333,2.646666667,0.833333333,64.44,3035.0,10.0,2.52,0.75,1.44,2.55
5.345,4.965,10.0,2.5,2.72,0.0,10.69,513.0,0.0,1.11,0.75,1.1,2.083596154
5.205555556,4.892222222,6.666666667,2.666666667,2.368888889,3.333333333,46.85,1973.0,30.0,6.34,1.36,4.09,2.17
4.162,7.58938,6.0,2.8,1.688,4.0,20.81,1110.0,20.0,13.5,2.08,6.81,1.6
8.6155,5.08268,0.0,3.0,2.298,10.0,17.231,403.6,20.0,5.16,0.38,12.691,0.16
4.01,3.672933333,6.666666667,2.0,2.0,3.333333333,12.03,516.0,10.0,9.21,0.89,8.3,0.4
2.972857143,6.688571429,6.428571429,3.857142857,1.682857143,3.571428571,20.81,1801.0,25.0,7.43,2.26,19.65,2.65
0.2425,6.54,10.0,3.0,1.0,0.0,0.97,1080.0,0.0,0.97,2.67,2.38,3.06
2.33299,4.19045,10.0,2.0,4.0,0.0,2.33299,451.925,0.0,2.99,0.06,13.61,1.09
4.18,4.5,7.333333333,4.666666667,3.926666667,2.666666667,12.54,1060.0,8.0,7.08,0.75,16.81,0.51
5.044444444,5.253488889,10.0,2.777777778,2.271111111,0.0,45.4,2072.0,0.0,5.05,1.33,5.47,2.35
7.871,6.10407,5.0,2.0,3.22,5.0,15.742,316.0,10.0,8.71,0.85,5.025,0.46
5.892222222,5.0295,3.333333333,3.444444444,2.248888889,6.666666667,53.03,1795.0,60.0,4.02,1.1,14.23,1.36
1.854285714,6.155,9.285714286,3.285714286,1.111428571,0.714285714,25.96,3675.0,10.0,10.2,2.79,31.78,4.84
7.97875,6.827075,5.625,2.625,2.38,4.375,127.66,2016.0,70.0,10.38,1.02,4.395,2.8
4.187,5.26855,7.0,3.3,2.512,3.0,41.87,2610.0,30.0,5.45,1.44,6.91,1.18
6.91,4.375,0.0,1.5,3.72,10.0,13.82,393.0,20.0,0.44,0.42,12.55,1.083333333
4.446666667,5.066666667,9.833333333,3.0,2.033333333,0.166666667,26.68,1417.0,1.0,5.8,1.47,4.36,1.54
3.3575,5.95,7.25,2.25,2.11,2.75,13.43,1259.0,11.0,8.96,2.51,12.83,3.5
5.901428571,4.905714286,8.095238095,2.380952381,3.066666667,1.904761905,24.786,1113.0,8.0,4.17,0.8,7.46,1.58
5.88,5.853466667,6.666666667,4.0,0.813333333,3.333333333,17.64,420.0,10.0,8.28,0.8,0.491,3.31
3.506,6.454,7.2,3.2,2.088,2.8,17.53,1811.0,14.0,8.96,2.41,26.18,2.0
2.783636364,4.956363636,10.0,2.727272727,2.261818182,0.0,30.62,2945.0,0.0,5.36,1.55,35.22,3.65
2.706818182,5.264545455,9.545454545,3.0,2.181818182,0.454545455,29.775,3204.5,5.0,4.62,1.51,48.48,3.01
2.242916667,7.0125,7.083333333,3.416666667,1.041666667,2.916666667,53.83,5898.0,70.0,6.69,2.64,19.65,2.7
3.808333333,5.405,10.0,3.333333333,2.0,0.0,45.7,2604.0,0.0,2.97,1.52,6.03,2.44
0.962352941,6.884117647,10.0,2.705882353,0.941176471,0.0,16.36,5329.0,0.0,3.5,2.64,49.98,5.12
6.886666667,3.873333333,3.666666667,4.0,4.593333333,6.333333333,20.66,1194.0,19.0,1.75,0.61,7.1,0.46
3.13375,4.48,8.375,2.625,2.555,1.625,25.07,2148.0,13.0,8.1,1.65,19.18,1.82
4.7036,5.21955,5.0,3.0,3.0,5.0,9.4072,580.48,10.0,5.24,0.79,5.31,1.095
3.197032152,6.855638912,9.093157461,3.587798846,1.300906843,0.906842539,38.78,3514.37,11.0,21.4,2.58,19.38,2.52
4.773636364,4.787272727,7.727272727,3.181818182,2.525454545,2.272727273,52.51,2427.0,25.0,6.57,1.47,9.72,2.0
4.001304348,5.075217391,9.130434783,2.608695652,2.8,0.869565217,18.406,1318.2,4.0,6.89,0.98,11.33,2.475
6.064444444,5.115211111,3.333333333,3.0,2.271111111,6.666666667,54.58,1905.0,60.0,5.57,1.1,16.64,1.35
0.877777778,7.578244444,9.888888889,2.888888889,0.666666667,0.111111111,7.9,2552.0,1.0,7.9,2.52,9.83,4.84
5.749375,5.1442,5.625,2.5,2.72,4.375,91.99,3975.0,70.0,9.83,0.97,3.87,2.63
6.333076923,5.3228,5.384615385,3.384615385,2.298461538,4.615384615,82.33,2803.0,60.0,4.96,0.79,8.04,1.38
7.021428571,4.767742857,5.571428571,1.857142857,3.617142857,4.428571429,49.15,2093.0,31.0,4.17,1.21,6.36,0.14
4.768461538,4.800769231,6.923076923,2.615384615,2.289230769,3.076923077,61.99,2831.0,40.0,6.34,1.54,4.97,1.92
1.11,5.026,10.0,2.4,2.4,0.0,5.55,1918.0,0.0,1.85,1.57,7.59,3.8
4.714705882,5.005882353,9.529411765,3.411764706,2.235294118,0.470588235,80.15,4509.0,8.0,7.04,1.48,25.51,1.5
4.327272727,5.300627273,9.090909091,2.909090909,2.221818182,0.909090909,47.6,2233.0,10.0,12.64,1.47,6.03,2.25
3.9625,4.9775,10.0,3.0,2.0,0.0,15.85,917.0,0.0,5.19,1.37,24.7,1.236666667
3.96,5.753333333,6.666666667,4.0,1.666666667,3.333333333,11.88,653.0,10.0,4.62,0.68,18.15,2.2
7.712142857,4.762857143,5.0,1.928571429,3.791428571,5.0,107.97,3652.0,70.0,5.71,0.86,21.01,1.0
6.325,6.6375875,6.25,2.375,3.04,3.75,50.6,1614.0,30.0,11.68,0.95,1.635,2.03
5.62,5.072857143,8.571428571,2.714285714,2.982857143,1.428571429,39.34,1909.0,10.0,4.17,0.8,31.35,1.38
2.91625,4.8,8.75,2.5,2.305,1.25,23.33,1927.0,10.0,8.11,1.55,35.22,3.1
4.924,6.53616,6.0,3.066666667,1.176,4.0,73.86,3604.0,60.0,11.4,1.86,49.98,2.84
6.428888889,4.818888889,3.333333333,2.555555556,2.862222222,6.666666667,57.86,2181.0,60.0,3.06,0.57,11.9,1.092
3.395882353,5.167647059,7.058823529,3.176470588,2.352941176,2.941176471,57.73,4400.0,50.0,6.45,1.65,18.15,2.3
4.7525,5.4525,7.25,2.0,2.61,2.75,19.01,1105.0,11.0,7.13,2.58,27.48,1.5
2.451428571,4.907142857,10.0,2.857142857,2.285714286,0.0,17.16,1909.0,0.0,4.46,1.65,35.22,3.5
7.182857143,5.412,4.081632653,2.367346939,2.408163265,5.918367347,17.598,576.65,14.5,2.31,0.99,6.43,0.6
5.834444444,5.01,3.333333333,3.222222222,2.282222222,6.666666667,52.51,1916.0,60.0,3.81,1.1,14.23,1.37
3.94,5.2397,7.5,3.0,2.0,2.5,15.76,844.0,10.0,7.88,1.7,9.58,1.416666667
2.574,6.59,8.9,3.5,1.578,1.1,25.74,3235.0,11.0,8.9,2.58,15.97,1.02
1.206842105,6.262631579,9.473684211,2.526315789,1.181052632,0.526315789,22.93,5737.0,10.0,8.65,2.78,49.98,3.47
4.582,5.123,10.0,3.0,2.444,0.0,45.82,2563.0,0.0,5.36,1.37,33.94,2.64
4.32,5.266666667,2.222222222,4.0,0.444444444,7.777777778,38.88,1011.0,70.0,4.71,1.44,15.3,1.4
5.702857143,5.005714286,8.571428571,2.571428571,2.902857143,1.428571429,39.92,1818.0,10.0,4.17,0.8,7.46,0.63
3.545,7.4573,8.388888889,3.666666667,1.111111111,1.611111111,63.81,5814.0,29.0,16.6,2.79,31.38,3.88
5.32375,5.3225,9.75,3.0,2.55,0.25,42.59,2350.0,2.0,1.87,1.26,31.48,1.7
2.026666667,7.511881481,7.444444444,4.185185185,0.288148148,2.555555556,54.72,5847.0,69.0,21.4,2.83,19.38,2.4
4.378,4.7295,6.5,2.0,3.22,3.5,8.756,467.3,7.0,5.31,1.03,6.66,2.45
4.989285714,4.830842857,7.5,4.142857143,3.452857143,2.5,69.85,4295.0,35.0,9.83,1.2,15.18,0.94
7.07475,5.5419575,5.0,2.0,3.22,5.0,14.1495,333.5,10.0,8.71,0.85,5.025,1.0
4.143333333,4.615555556,6.666666667,2.0,2.591111111,3.333333333,37.29,1624.0,30.0,7.12,1.66,4.47,2.92
5.213333333,5.103333333,8.333333333,4.333333333,3.26,1.666666667,15.64,1235.0,5.0,9.43,1.19,22.28,1.0
0.765,5.015,10.0,3.0,0.5,0.0,1.53,207.0,0.0,1.53,1.99,1.04,8.278
0.96,6.191666667,10.0,2.666666667,1.0,0.0,5.76,1577.0,0.0,2.34,2.83,49.98,4.065
5.58,4.152857143,8.285714286,2.285714286,3.428571429,1.714285714,39.06,3903.0,12.0,6.51,2.45,16.68,0.18
3.304,5.255,10.0,3.0,2.488,0.0,33.04,2803.0,0.0,3.83,1.51,35.22,3.245
3.134285714,4.673457143,9.857142857,1.0,3.0,0.142857143,21.94,3836.0,1.0,5.56,0.92,40.15,3.6
6.200714286,5.599828571,9.571428571,3.428571429,2.428571429,0.428571429,86.81,4147.0,6.0,13.1,1.33,24.91,1.6
8.02,5.56595,9.25,3.0,3.11,0.75,32.08,1522.0,3.0,11.81,1.05,26.01,2.0585
6.568,4.6915,4.5,2.0,3.22,5.5,13.136,541.0,11.0,1.58,0.59,24.44,0.14
6.845,5.08795,7.5,2.5,2.72,2.5,27.38,922.0,10.0,7.11,0.75,2.548,1.65
8.5325,5.09265,0.0,3.0,2.61,10.0,34.13,783.0,40.0,5.66,0.49,13.348,0.12
7.506666667,4.776666667,1.666666667,2.333333333,3.48,8.333333333,45.04,1536.0,50.0,5.18,0.63,25.64,0.16
6.835,4.39,2.5,4.5,3.89,7.5,13.67,478.0,15.0,1.19,0.72,5.44,1.3
3.451363636,5.275909091,10.0,3.090909091,2.0,0.0,75.93,4694.0,0.0,2.97,1.52,6.03,2.17
3.306666667,5.182222222,9.333333333,3.666666667,2.197777778,0.666666667,29.76,2186.0,6.0,5.79,1.58,12.08,1.65
7.604,5.07012,2.0,3.0,2.532,8.0,15.208,465.4,16.0,6.08,0.32,32.141,0.51
5.902,4.721,7.0,2.0,3.22,3.0,11.804,450.0,6.0,2.34,0.85,22.11,1.8
2.168333333,7.031666667,7.666666667,4.0,1.231666667,2.333333333,26.02,3181.0,28.0,7.43,2.35,20.68,1.9
3.188888889,5.862222222,8.888888889,4.0,0.444444444,1.111111111,28.7,1027.0,10.0,4.37,1.77,15.4,2.12
5.254,5.24,7.0,3.0,2.444,3.0,52.54,2288.0,30.0,5.44,1.52,4.94,1.78
1.035384615,6.314615385,10.0,2.923076923,1.076923077,0.0,13.46,3865.0,0.0,2.54,2.56,49.98,8.0
2.438,4.738,9.6,2.8,2.4,0.4,12.19,1593.0,2.0,0.92,1.32,12.38,2.0
5.533333333,7.2746,9.0,3.333333333,2.666666667,1.0,16.6,1504.0,3.0,16.6,2.36,31.38,2.6
6.402857143,5.031442857,1.428571429,3.571428571,2.411428571,8.571428571,44.82,1452.0,60.0,2.07,1.02,14.23,1.22
5.99,5.11,3.333333333,3.0,2.146666667,6.666666667,17.97,652.0,20.0,2.38,0.75,24.44,0.41
3.068666667,5.151333333,8.533333333,3.066666667,2.133333333,1.466666667,46.03,4061.0,22.0,5.83,1.65,18.15,2.2
6.926428571,4.894285714,0.0,2.642857143,2.76,10.0,96.97,3075.0,140.0,4.26,0.63,14.23,0.47
4.395555556,5.542222222,2.222222222,4.0,0.444444444,7.777777778,39.56,997.0,70.0,4.37,1.48,15.4,1.5
9.145,7.00345,5.0,2.0,3.22,5.0,18.29,288.0,10.0,8.71,0.77,4.395,0.241666667
5.2285,4.6385,10.0,2.0,3.22,0.0,10.457,591.9,0.0,4.08,0.66,27.04,1.8
5.035,4.605,2.5,3.0,2.0,7.5,20.14,765.0,30.0,5.72,1.13,17.27,0.47
4.708333333,5.178,10.0,4.333333333,2.0,0.0,28.25,1387.0,0.0,7.37,1.47,8.47,1.65
3.828,6.71076,9.4,3.2,2.0,0.6,19.14,1917.0,3.0,16.6,2.56,31.38,1.99
2.785,5.16,10.0,3.0,2.0,0.0,5.57,459.0,0.0,1.43,1.51,6.03,3.89
7.02125,5.09545,6.25,2.5,2.72,3.75,56.17,1801.0,30.0,7.11,0.79,3.43,2.05
6.297142857,5.772128571,9.714285714,3.571428571,2.285714286,0.285714286,44.08,1940.0,2.0,5.05,1.25,11.91,1.7
2.686,5.724,8.2,2.8,3.922,1.8,26.86,5528.0,18.0,8.96,1.65,104.64,2.7
0.954166667,7.309166667,10.0,3.0,0.416666667,0.0,11.45,2681.0,0.0,4.79,2.83,6.47,4.77
6.38125,4.865,6.25,2.25,3.415,3.75,51.05,2073.0,30.0,4.17,0.86,30.75,1.2
4.5,7.308966667,6.666666667,3.333333333,1.48,3.333333333,13.5,303.0,10.0,13.5,1.28,0.935,4.45
4.4,5.995625,6.1875,2.40625,2.52625,3.8125,140.8,9254.0,122.0,10.5,2.78,20.68,2.0
2.62875,4.6925,8.75,2.75,2.0,1.25,21.03,1816.0,10.0,6.34,1.54,6.03,3.27
6.23,4.885714286,4.285714286,2.285714286,2.822857143,5.714285714,43.61,1653.0,40.0,2.52,0.79,3.43,0.645
4.172,5.76836,6.0,3.2,1.776,4.0,20.86,883.0,20.0,11.9,1.31,9.82,2.98
8.47235,5.077416,0.0,3.0,2.3526,10.0,16.9447,411.02,20.0,5.16,0.38,12.691,0.15
3.755555556,4.471111111,7.555555556,2.222222222,2.764444444,2.444444444,33.8,2434.0,22.0,7.43,1.66,13.73,2.19
3.816666667,5.43,6.666666667,3.333333333,2.666666667,3.333333333,11.45,860.0,10.0,5.24,0.79,5.31,2.43
6.285,4.9375,5.0,2.5,3.11,5.0,25.14,1074.0,20.0,2.52,0.79,24.44,0.26
0.8325,6.136590909,10.0,2.5,1.0,0.0,36.63,13177.0,0.0,2.34,2.79,49.98,6.53
3.881,4.5669,9.95,2.0,3.22,0.05,7.762,598.57,0.1,5.31,0.85,6.66,2.24
5.655454545,4.986363636,5.909090909,2.454545455,2.725454545,4.090909091,124.42,4542.0,90.0,5.44,1.52,5.23,1.61
1.985652174,7.337352174,7.391304348,3.782608696,0.323478261,2.608695652,45.67,4816.0,60.0,19.3,2.78,12.33,2.65
4.24,7.2267625,7.0,3.5,1.7225,3.0,33.92,2698.0,24.0,19.3,2.31,35.18,2.597
3.3825,3.7075,7.5,1.0,2.61,2.5,13.53,830.0,10.0,6.59,0.87,33.94,1.1
5.11125,4.94375,6.25,2.375,3.415,3.75,40.89,2432.0,30.0,6.89,0.98,25.98,1.36
3.554368932,5.382886143,10.0,4.265666372,2.417475728,0.0,40.271,3133.58,0.0,5.45,1.44,48.83,2.26
3.706666667,6.969260606,6.363636364,3.575757576,1.212121212,3.636363636,122.32,7841.0,120.0,9.75,1.81,36.72,3.25
4.308461538,4.996153846,8.461538462,2.461538462,2.972307692,1.538461538,28.005,1886.5,10.0,6.89,0.98,11.33,2.42
3.68,6.46576,6.0,3.2,1.488,4.0,18.4,938.0,20.0,9.75,2.17,11.08,3.08
1.094,6.852,8.0,3.6,0.2,2.0,5.47,1015.0,10.0,4.93,2.68,7.6,4.185
7.105,4.94775,5.0,4.5,2.9,5.0,14.21,469.0,10.0,0.83,0.83,11.24,0.59
6.774,5.38752,6.0,3.6,2.4,4.0,33.87,1095.0,20.0,4.96,0.48,4.61,0.375
4.195853659,3.87902439,8.170731707,3.097560976,4.651219512,1.829268293,172.03,15967.0,75.0,5.1,0.51,38.5,0.701
5.9676,4.75585,5.0,2.0,3.22,5.0,11.9352,357.81,10.0,3.86,0.86,1.13,3.65
5.109,5.29688,8.0,3.3,2.644,2.0,51.09,2537.0,20.0,7.93,0.8,12.39,1.2
5.956,4.676,9.0,2.0,3.22,1.0,11.912,579.4,2.0,1.58,0.59,24.44,1.07
6.3075,5.045,5.0,2.75,3.11,5.0,25.23,1054.0,20.0,4.17,0.8,13.18,1.05
2.698333333,7.330066667,8.333333333,3.666666667,0.74,1.666666667,16.19,1419.0,10.0,11.4,1.86,6.47,4.3
11.28666667,5.924833333,7.666666667,4.333333333,3.926666667,2.333333333,33.86,1269.0,7.0,16.67,0.68,1.6,1.0
2.6944,5.49304,10.0,4.0,2.24,0.0,67.36,7042.0,0.0,6.41,1.51,10.14,3.37
5.192,5.832,0.0,4.8,0.4,10.0,25.96,625.0,50.0,1.31,0.19,9.67,1.1
4.276,6.72122,6.666666667,3.6,1.554666667,3.333333333,64.14,2123.0,50.0,13.5,1.28,9.58,3.26
5.983333333,5.015422222,3.333333333,3.111111111,2.271111111,6.666666667,53.85,1838.0,60.0,6.25,1.1,11.9,1.43
5.183571429,4.824414286,7.5,4.142857143,3.452857143,2.5,72.57,4243.0,35.0,9.83,1.2,15.18,0.89
4.31,4.905,9.727272727,3.181818182,2.090909091,0.272727273,189.64,11184.0,12.0,5.65,1.47,14.57,1.86
4.936666667,5.023333333,3.333333333,3.333333333,2.666666667,6.666666667,14.81,846.0,20.0,3.91,0.21,33.06,2.015
4.815,5.742816667,6.666666667,2.333333333,2.48,3.333333333,28.89,1220.0,20.0,11.63,1.7,1.54,2.3
2.907777778,5.255555556,10.0,3.111111111,2.222222222,0.0,26.17,2312.0,0.0,3.25,1.51,35.22,3.0
2.8,6.91,10.0,4.0,1.24,0.0,14.0,1403.0,0.0,7.0,2.59,6.92,4.4
5.258888889,5.292988889,8.888888889,3.0,2.271111111,1.111111111,47.33,2055.0,10.0,5.57,1.33,16.64,2.29
5.525,4.905,10.0,2.5,3.5,0.0,11.05,679.0,0.0,0.41,0.3,9.24,1.37
7.114285714,4.804485714,5.714285714,1.714285714,3.617142857,4.285714286,49.8,1986.0,30.0,4.17,1.22,6.36,0.2
5.102222222,5.286322222,10.0,3.0,2.271111111,0.0,45.92,2098.0,0.0,5.57,1.33,14.31,1.95
2.28305,4.24355,9.95,2.0,3.0022,0.05,4.5661,640.17,0.1,5.49,0.7,10.13,2.4
4.064545455,4.813636364,6.363636364,2.545454545,2.625454545,3.636363636,44.71,2767.0,40.0,7.43,1.66,18.15,1.6
5.996666667,4.433333333,2.222222222,2.0,2.591111111,7.777777778,53.97,1296.0,70.0,7.12,1.25,15.3,2.3
8.71,5.078792,0.2,2.98,2.24,9.8,17.42,396.6,19.6,5.5,0.52,12.691,0.37
4.513188908,5.019778856,6.533795494,2.852686308,2.405337955,3.466204506,52.0822,2488.14,40.0,8.22,1.66,9.58,1.33
4.214545455,4.95,10.0,2.818181818,2.312727273,0.0,46.36,2724.0,0.0,5.36,1.37,33.94,2.64
2.424285714,7.394285714,9.285714286,4.142857143,1.268571429,0.714285714,16.97,2089.0,5.0,10.2,3.17,31.78,3.64
6.053333333,5.129866667,5.0,2.833333333,2.813333333,5.0,36.32,1578.0,30.0,9.33,0.98,11.33,0.12
7.026666667,5.043333333,8.333333333,4.333333333,3.26,1.666666667,21.08,1131.0,5.0,6.71,1.01,17.31,0.88
3.273333333,5.028,9.066666667,2.933333333,2.429333333,0.933333333,49.1,4751.0,14.0,4.62,1.38,18.15,2.06
6.3145,4.5855,4.75,2.0,3.22,5.25,12.629,537.0,10.5,1.23,0.62,14.28,0.85
2.36,6.69,10.0,2.8,1.376,0.0,11.8,1319.0,0.0,5.9,2.06,5.37,4.47
5.586666667,5.068333333,6.666666667,2.833333333,2.74,3.333333333,33.52,1461.0,20.0,5.46,1.33,13.18,1.6
4.326666667,5.266666667,9.777777778,3.333333333,2.222222222,0.222222222,38.94,2365.0,2.0,4.69,1.52,16.24,2.0
1.527142857,7.227142857,10.0,3.142857143,0.777142857,0.0,10.69,1727.0,0.0,5.9,2.06,6.47,5.51
6.47,4.74,3.333333333,2.0,2.96,6.666666667,19.41,713.0,20.0,2.52,0.79,3.43,0.722666667
5.6475,3.5425,6.5,4.0,4.89,3.5,22.59,1758.0,14.0,5.53,0.64,36.75,0.4
7.544583333,5.307416667,5.416666667,3.25,2.295,4.583333333,181.07,5151.0,110.0,6.61,0.55,6.501,0.29
3.864827586,5.340024138,9.310344828,4.172413793,2.513103448,0.689655172,28.02,1946.5,5.0,8.43,1.43,35.22,2.14
4.05,5.231,6.9,2.8,2.532,3.1,40.5,2826.0,31.0,5.24,1.45,4.48,1.03
4.75,4.8825,7.5,2.25,3.22,2.5,19.0,1182.0,10.0,6.89,0.98,11.33,2.442857143
3.251333333,6.27,6.0,2.266666667,1.990666667,4.0,48.77,3149.5,60.0,7.31,2.16,7.1,2.99
7.354,5.25952,2.0,3.6,2.4,8.0,36.77,1035.0,40.0,4.96,0.48,10.8,0.3
7.095428571,7.061242857,5.714285714,2.4,2.588571429,4.285714286,124.17,2391.5,75.0,13.5,1.28,25.405,1.727
4.05375,5.49375,10.0,3.5,2.0,0.0,32.43,1756.0,0.0,2.97,1.52,6.03,1.9
7.655,5.55345,5.0,3.0,2.5,5.0,15.31,514.0,10.0,2.83,0.97,2.41,0.9
6.88,5.16775,5.0,5.0,2.4,5.0,13.76,404.0,10.0,1.28,1.03,8.86,0.378
4.101428571,5.391485714,7.142857143,3.142857143,2.348571429,2.857142857,28.71,2147.0,20.0,9.33,0.73,48.48,1.803
4.522455556,5.072686,8.158888889,3.573333333,3.098533333,1.841111111,40.7021,2672.37,16.57,5.83,1.39,10.33,1.75
3.94,5.8396,6.666666667,4.0,1.666666667,3.333333333,11.82,607.0,10.0,9.75,0.99,9.58,1.91
3.724166667,5.268333333,10.0,3.333333333,2.0,0.0,44.69,2615.0,0.0,3.93,1.52,6.03,2.36
8.72,4.84795,0.0,2.25,3.22,10.0,34.88,860.0,40.0,5.66,0.63,13.348,0.1
5.81645,4.67085,9.95,2.0,3.22,0.05,11.6329,585.7,0.1,2.34,0.85,22.11,1.39
6.712,4.666,3.0,2.0,3.22,7.0,13.424,529.0,14.0,1.58,0.59,24.44,0.1
8.51325,5.07892,0.0,3.0,2.337,10.0,17.0265,408.9,20.0,5.16,0.38,12.691,0.15125
5.61,4.6125,7.5,2.0,3.61,2.5,22.44,1168.0,10.0,6.32,0.66,44.36,1.524
