Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
YTiO3,Y,Ti,TRUE,orthorhombic,3,3,1.08,0.9,0.67,1.22,1.54,2.566448705,1.927848949,-5.275571429,0.847161748,3.218228088,0.478571429
YVO3,Y,V,TRUE,orthorhombic,3,3,1.08,0.9,0.64,1.22,1.63,2.566448705,1.758039163,-5.193714286,0.859620009,2.862641824,0.457142857
YWO3,Y,W,FALSE,cubic,1,5,1.08,0.9,0.62,1.22,2.36,2.566448705,1.7456,-4.844571429,0.868131098,4.396704868,0.442857143
YZrO3,Y,Zr,FALSE,cubic,3,3,1.08,0.9,0.72,1.22,1.33,2.566448705,2.043777903,-5.451428571,0.827181518,4.042810025,0.514285714
YbAsO3,Yb,As,FALSE,orthorhombic,3,3,1.04,0.95,0.58,1.1,2.18,2.519261398,1.932227032,-4.815714286,0.871384114,2.625762955,0.414285714
YbCoO3,Yb,Co,FALSE,orthorhombic,3,3,1.04,0.95,0.61,1.1,1.88,2.519261398,1.930310969,-4.973428571,0.858378381,2.881943798,0.435714286
YbCrO3,Yb,Cr,TRUE,orthorhombic,3,3,1.04,0.95,0.62,1.1,1.66,2.519261398,1.960053288,-5.082,0.854128983,2.986812105,0.442857143
YbFeO3,Yb,Fe,TRUE,orthorhombic,3,3,1.04,0.95,0.65,1.1,1.83,2.519261398,1.999521816,-5.041214286,0.841629535,3.366533251,0.464285714
YbGaO3,Yb,Ga,FALSE,orthorhombic,3,3,1.04,0.95,0.62,1.1,1.81,2.519261398,1.974643898,-5.015571429,0.854128983,2.986812105,0.442857143
YbHfO3,Yb,Hf,FALSE,orthorhombic,2,4,1.14,0.95,0.71,1.1,1.3,2.519261398,2.027412322,-5.791857143,0.851209111,4.753545157,0.507142857
YbIrO3,Yb,Ir,FALSE,orthorhombic,2,4,1.14,0.95,0.63,1.1,2.2,2.519261398,2.009082787,-5.264571429,0.884754298,4.324513569,0.45
YbMoO3,Yb,Mo,FALSE,orthorhombic,2,4,1.14,0.95,0.65,1.1,2.16,2.519261398,1.7893,-5.300857143,0.876122548,4.397389255,0.464285714
YbNbO3,Yb,Nb,FALSE,orthorhombic,2,4,1.14,0.95,0.68,1.1,1.6,2.519261398,1.955055241,-5.600285714,0.863486165,4.548084699,0.485714286
YbNiO3,Yb,Ni,TRUE,orthorhombic,3,3,1.04,0.95,0.6,1.1,1.91,2.519261398,2.103725488,-4.949428571,0.862670273,2.78708232,0.428571429
YbPbO3,Yb,Pb,FALSE,orthorhombic,2,4,1.14,0.95,0.78,1.1,2.33,2.519261398,2.362863567,-5.325,0.823876708,5.497524927,0.557142857
YbPdO3,Yb,Pd,FALSE,orthorhombic,2,4,1.14,0.95,0.62,1.1,2.2,2.519261398,2.04250519,-5.255714286,0.889134269,4.295884798,0.442857143
YbReO3,Yb,Re,FALSE,orthorhombic,2,4,1.14,0.95,0.63,1.1,1.9,2.519261398,1.98797081,-5.399571429,0.884754298,4.324513569,0.45
YbRhO3,Yb,Rh,FALSE,orthorhombic,2,4,1.14,0.95,0.6,1.1,2.28,2.519261398,2.001424352,-5.203714286,0.898025612,4.253683871,0.428571429
YbRuO3,Yb,Ru,FALSE,orthorhombic,2,4,1.14,0.95,0.62,1.1,2.2,2.519261398,2.018753288,-5.255714286,0.889134269,4.295884798,0.442857143
YbSnO3,Yb,Sn,FALSE,orthorhombic,2,4,1.14,0.95,0.69,1.1,1.96,2.519261398,2.052287148,-5.436,0.859354653,4.610146322,0.492857143
YbTaO3,Yb,Ta,FALSE,orthorhombic,2,4,1.14,0.95,0.68,1.1,1.5,2.519261398,1.956808277,-5.648857143,0.863486165,4.548084699,0.485714286
YbTbO3,Yb,Tb,FALSE,cubic,2,4,1.14,0.95,0.76,1.1,1.2,2.519261398,2.256932729,-5.922571429,0.831505196,5.24101565,0.542857143
YbTiO3,Yb,Ti,TRUE,orthorhombic,2,4,1.14,0.95,0.61,1.1,1.54,2.519261398,1.927848949,-5.534428571,0.893557823,4.272305656,0.435714286
YbVO3,Yb,V,TRUE,orthorhombic,2,4,1.14,0.95,0.58,1.1,1.63,2.519261398,1.758039163,-5.456428571,0.907096578,4.231037424,0.414285714
YbWO3,Yb,W,FALSE,orthorhombic,2,4,1.14,0.95,0.66,1.1,2.36,2.519261398,1.7456,-5.215714286,0.871869526,4.441924288,0.471428571
YbZrO3,Yb,Zr,FALSE,orthorhombic,2,4,1.14,0.95,0.72,1.1,1.33,2.519261398,2.043777903,-5.791714286,0.847193974,4.83550839,0.514285714
ZnVO3,Zn,V,FALSE,cubic,2,4,0.9,0.74,0.58,1.65,1.63,2.375479066,1.758039163,-4.112,0.821386665,5.47725185,0.414285714
